52	2.009461	2.850956	2.796636	1.987010	2.812017	2.770615
53	1.995298	2.850701	2.789104	1.973092	2.811766	2.763571
54	1.981146	2.849936	2.788539	1.959065	2.811018	2.763236
55	1.967181	2.837769	2.788203	1.945208	2.799090	2.763134
56	1.953620	2.836862	2.787143	1.931877	2.798218	2.762326
57	1.940472	2.818374	2.786704	1.918812	2.779945	2.762123
58	1.927379	2.805288	2.786107	1.905828	2.766991	2.761766
59	1.914709	2.804723	2.785837	1.893383	2.766442	2.761729
60	1.902178	2.804369	2.785096	1.880948	2.766098	2.761235
61	1.889784	2.804313	2.784005	1.868633	2.766043	2.760406
62	1.877498	2.804236	2.783524	1.856441	2.765967	2.760153
63	1.865284	2.786461	2.756364	1.844316	2.748611	2.749656
64	1.853166	2.786224	2.739382	1.832476	2.748377	2.749275
65	1.841199	2.786018	2.721192	1.820701	2.748173	2.747756
66	1.829491	2.785439	2.703820	1.809068	2.747614	2.747002
67	1.817907	2.785408	2.686983	1.797582	2.747584	2.746764
68	1.806350	2.785005	2.669913	1.786096	2.747190	2.746289
69	1.794948	2.776842	2.651283	1.774791	2.739080	2.744370
70	1.783884	2.760594	2.633916	1.763791	2.723003	2.743617
71	1.772917	2.760288	2.616331	1.752893	2.722702	2.742666
72	1.762286	2.759792	2.599105	1.742321	2.722220	2.742056
73	1.751678	2.759476	2.582035	1.731777	2.721909	2.741593
74	1.741095	2.759351	2.565246	1.721344	2.721786	2.741404
75	1.730521	2.758779	2.546991	1.710835	2.721228	2.739843
76	1.719988	2.758538	2.530035	1.700387	2.720991	2.739492
77	1.709466	2.758196	2.513203	1.689923	2.720656	2.739259
78	1.699136	2.756511	2.495831	1.679657	2.719073	2.738513
79	1.689018	2.755794	2.478799	1.669588	2.718378	2.738087
80	1.679590	2.755028	2.461611	1.660285	2.717634	2.737506
81	1.670314	2.754574	2.444412	1.651078	2.717189	2.736916
82	1.661155	2.754042	2.427041	1.642236	2.716677	2.736167
83	1.652105	2.741847	2.410283	1.633436	2.704576	2.736007
84	1.643113	2.741277	2.393538	1.624506	2.704021	2.735861
85	1.634130	2.722377	2.376246	1.615647	2.685387	2.735186
86	1.625180	2.721801	2.359297	1.606864	2.684825	2.734838
87	1.616242	2.721588	2.342119	1.598109	2.684615	2.734271
88	1.607328	2.720940	2.325219	1.589241	2.683985	2.733971
89	1.598435	2.720690	2.308440	1.580459	2.683740	2.733788
90	1.589578	2.710202	2.290918	1.571641	2.673332	2.732897
91	1.580804	2.709257	2.261951	1.562964	2.672426	2.720630
92	1.572592	2.708138	2.244550	1.554804	2.671355	2.719845
93	1.564427	2.707655	2.203736	1.546678	2.670881	2.695988
94	1.556931	2.689642	2.179762	1.539270	2.653083	2.688799
95	1.549496	2.689613	2.162647	1.532082	2.653054	2.688293
96	1.542104	2.689229	2.145771	1.524895	2.652676	2.688017
97	1.534867	2.681078	2.129010	1.517820	2.644644	2.687853
98	1.527687	2.680223	2.111389	1.510761	2.643818	2.686879
99	1.524173	2.679576	2.093948	1.507361	2.643187	2.686059
100	1.520952	2.679310	2.077083	1.504215	2.642925	2.685793
101	1.518092	2.678422	2.059860	1.501426	2.642060	2.685184
102	1.515356	2.677991	2.042609	1.498800	2.641640	2.684548
103	1.513453	2.666943	2.025837	1.496934	2.630680	2.684373
104	1.511933	2.666907	1.990868	1.495477	2.630645	2.666215
105	1.510438	2.666539	1.974000	1.494046	2.630282	2.665948
106	1.509004	2.666005	1.957253	1.492682	2.629766	2.665797
107	1.507644	2.649053	1.940377	1.491349	2.613279	2.665522
108	1.506340	2.648787	1.923503	1.490107	2.613016	2.665248
109	1.505065	2.648351	1.906160	1.488869	2.612592	2.664532
110	1.503878	2.647728	1.889514	1.487727	2.611985	2.664481
111	1.502720	2.647490	1.872777	1.486621	2.611752	2.664339
112	1.501640	2.647434	1.855810	1.485575	2.611697	2.663976
113	1.500572	2.647019	1.838392	1.484539	2.611289	2.663180
114	1.499527	2.626326	1.821709	1.483530	2.591423	2.663093
115	1.498529	2.624991	1.804426	1.482563	2.590157	2.662429
116	1.497538	2.624750	1.787613	1.481608	2.589918	2.662213
117	1.496566	2.623770	1.754587	1.480660	2.588979	2.645908
118	1.495614	2.623197	1.737388	1.479740	2.588421	2.645325
119	1.494706	2.602980	1.720148	1.478848	2.568464	2.644697
120	1.493878	2.602947	1.703234	1.478037	2.568432	2.644383
121	1.493071	2.602780	1.685712	1.477255	2.568267	2.643487
122	1.492265	2.592172	1.669093	1.476467	2.557725	2.643463
123	1.491472	2.592091	1.651368	1.475691	2.557645	2.642363
124	1.490687	2.590408	1.634499	1.474922	2.556047	2.642093
125	1.489923	2.589792	1.595608	1.474181	2.555449	2.620473
126	1.489170	2.589351	1.578295	1.473452	2.555018	2.619776
127	1.488420	2.589112	1.560699	1.472721	2.554783	2.618817
128	1.487678	2.588911	1.543864	1.471993	2.554585	2.618579
129	1.486945	2.588429	1.511232	1.471279	2.554112	2.602917
130	1.486217	2.586980	1.493160	1.470565	2.552738	2.601515
131	1.485492	2.586882	1.476485	1.469853	2.552641	2.601437
132	1.484778	2.586579	1.458969	1.469153	2.552344	2.600547
133	1.484090	2.585845	1.442033	1.468484	2.551631	2.600072
134	1.483410	2.575669	1.424888	1.467817	2.541550	2.599533
135	1.482734	2.575547	1.408012	1.467159	2.541430	2.599257
136	1.482064	2.575497	1.390977	1.466503	2.541381	2.598739
137	1.481401	2.575101	1.374243	1.465856	2.540995	2.598600
138	1.480756	2.558518	1.345023	1.465223	2.524814	2.586214
139	1.480111	2.558309	1.326508	1.464600	2.524607	2.584327
140	1.479467	2.557127	1.298911	1.463976	2.523481	2.573421
141	1.478824	2.556956	1.263121	1.463349	2.523312	2.554621
142	1.478186	2.556725	1.246454	1.462727	2.523085	2.554551
143	1.477562	2.556170	1.228621	1.462113	2.522542	2.553329
144	1.476961	2.554898	1.211536	1.461522	2.521322	2.552850
145	1.476364	2.554444	1.194556	1.460934	2.520881	2.552473
146	1.475776	2.554206	1.177776	1.460367	2.520648	2.552289
147	1.475196	2.554190	1.159893	1.459795	2.520631	2.551010
148	1.474627	2.538787	1.142991	1.459234	2.505354	2.550707
149	1.474061	2.538646	1.118013	1.458682	2.505214	2.542362
150	1.473501	2.537464	1.101045	1.458141	2.504090	2.541996
151	1.472942	2.537140	1.083179	1.457594	2.503772	2.540776
152	1.472384	2.521256	1.065673	1.457045	2.488217	2.539884
153	1.471829	2.506448	1.048644	1.456504	2.473726	2.539453
154	1.471276	2.505892	1.015634	1.455966	2.473186	2.523199
155	1.470727	2.505673	0.998632	1.455429	2.472970	2.522799
156	1.470180	2.505030	0.981949	1.454890	2.472341	2.522710
157	1.469638	2.505000	0.964357	1.454362	2.472312	2.521751
158	1.469104	2.504985	0.947648	1.453839	2.472296	2.521637
159	1.468572	2.504783	0.930944	1.453315	2.472098	2.521526
160	1.468042	2.504290	0.913885	1.452800	2.471617	2.521075
161	1.467514	2.504206	0.896597	1.452283	2.471535	2.520400
162	1.466991	2.504176	0.879440	1.451772	2.471505	2.519846
163	1.466469	2.484287	0.847331	1.451262	2.451849	2.504472
164	1.465948	2.484123	0.830164	1.450753	2.451689	2.503908
165	1.465435	2.484061	0.803224	1.450252	2.451628	2.493571
166	1.464926	2.464140	0.786230	1.449750	2.432211	2.493175
167	1.464420	2.453986	0.753319	1.449251	2.422308	2.477273
168	1.463923	2.453438	0.736481	1.448765	2.421771	2.477031
169	1.463441	2.451537	0.719319	1.448295	2.419908	2.476459
170	1.462961	2.450389	0.718425	1.447820	2.418802	2.476030
171	1.462482	2.449695	0.717082	1.447351	2.418128	2.475181
172	1.462003	2.449658	0.716225	1.446882	2.418092	2.474786
173	1.461524	2.428140	0.715756	1.446414	2.396857	2.474773
174	1.461053	2.428098	0.715144	1.445951	2.396816	2.474616
175	1.460583	2.407648	0.714152	1.445488	2.376957	2.474092
176	1.460115	2.407452	0.698899	1.445026	2.376764	2.459328
